year,season,plot_id,plot_type,crop_id,area_mu
2024,单季,A1,平旱地,11,80.0
2024,单季,A2,平旱地,11,55.0
2024,单季,A3,平旱地,11,35.0
2024,单季,A4,平旱地,11,70.91886628194729
2024,单季,A4,平旱地,13,1.081133718052714
2024,单季,A5,平旱地,11,68.0
2024,单季,A6,平旱地,11,55.0
2024,单季,B1,梯田,11,60.0
2024,单季,B10,梯田,7,10.07151037592805
2024,单季,B10,梯田,8,12.621344515666737
2024,单季,B10,梯田,14,2.3071451084052184
2024,单季,B11,梯田,11,60.0
2024,单季,B12,梯田,11,45.0
2024,单季,B13,梯田,11,35.0
2024,单季,B14,梯田,11,20.0
2024,单季,B2,梯田,4,6.75709153288658
2024,单季,B2,梯田,5,22.887524240410198
2024,单季,B2,梯田,6,16.355384226703226
2024,单季,B3,梯田,11,40.0
2024,单季,B4,梯田,11,28.0
2024,单季,B5,梯田,3,6.238495767724185
2024,单季,B5,梯田,10,17.945415808344908
2024,单季,B5,梯田,12,0.816088423930909
2024,单季,B6,梯田,2,3.0612472252969223
2024,单季,B6,梯田,9,82.93875277470308
2024,单季,B7,梯田,11,55.0
2024,单季,B8,梯田,11,44.00000000000001
2024,单季,B9,梯田,11,50.0
2024,单季,C1,山坡地,10,15.0
2024,单季,C2,山坡地,11,13.0
2024,单季,C3,山坡地,11,15.0
2024,单季,C4,山坡地,11,18.0
2024,单季,C5,山坡地,11,27.0
2024,单季,C6,山坡地,11,20.0
2024,第一季,D1,水浇地,29,15.0
2024,第二季,D1,水浇地,35,9.992281953745549
2024,第二季,D1,水浇地,36,5.007718046254452
2024,第一季,D2,水浇地,29,10.0
2024,第二季,D2,水浇地,36,10.0
2024,第一季,D3,水浇地,29,14.0
2024,第二季,D3,水浇地,36,14.0
2024,第一季,D4,水浇地,29,6.0
2024,第二季,D4,水浇地,36,6.0
2024,第一季,D5,水浇地,29,10.0
2024,第二季,D5,水浇地,36,10.0
2024,第一季,D6,水浇地,29,12.0
2024,第二季,D6,水浇地,36,12.0
2024,第一季,D7,水浇地,29,22.0
2024,第二季,D7,水浇地,36,18.0011132171536
2024,第二季,D7,水浇地,37,3.9988867828464048
2024,第一季,D8,水浇地,29,20.0
2024,第二季,D8,水浇地,36,20.0
2024,第一季,E1,普通大棚,29,0.6
2024,第二季,E1,普通大棚,38,0.6
2024,第一季,E10,普通大棚,29,0.6
2024,第二季,E10,普通大棚,38,0.6
2024,第一季,E11,普通大棚,29,0.6
2024,第二季,E11,普通大棚,38,0.6
2024,第一季,E12,普通大棚,29,0.6
2024,第二季,E12,普通大棚,38,0.6
2024,第一季,E13,普通大棚,29,0.6
2024,第二季,E13,普通大棚,38,0.6
2024,第一季,E14,普通大棚,29,0.6
2024,第二季,E14,普通大棚,38,0.6
2024,第一季,E15,普通大棚,29,0.6
2024,第二季,E15,普通大棚,38,0.6
2024,第一季,E16,普通大棚,29,0.6
2024,第二季,E16,普通大棚,38,0.6
2024,第一季,E2,普通大棚,29,0.6
2024,第二季,E2,普通大棚,38,0.6
2024,第一季,E3,普通大棚,29,0.6
2024,第二季,E3,普通大棚,38,0.6
2024,第一季,E4,普通大棚,29,0.6
