year,season,plot_id,plot_type,crop_id,area_mu
2024,单季,A1,平旱地,1,9.32306321392199
2024,单季,A1,平旱地,2,2.8527804236319407
2024,单季,A1,平旱地,5,67.82415636244605
2024,单季,A2,平旱地,4,50.31560992264961
2024,单季,A2,平旱地,9,3.1143340892941174
2024,单季,A2,平旱地,10,1.570055988056272
2024,单季,A3,平旱地,3,20.906585208969872
2024,单季,A3,平旱地,8,11.90892112342726
2024,单季,A3,平旱地,14,2.184493667602867
2024,单季,A4,平旱地,5,56.481197847429954
2024,单季,A4,平旱地,6,15.518802152570046
2024,单季,A5,平旱地,7,9.679523370740496
2024,单季,A5,平旱地,12,0.8015505892995486
2024,单季,A5,平旱地,15,57.51892603995995
2024,单季,A6,平旱地,11,53.9188662819473
2024,单季,A6,平旱地,13,1.0811337180527
2024,单季,B1,梯田,3,59.99999999999999
2024,单季,B10,梯田,3,25.0
2024,单季,B11,梯田,4,60.0
2024,单季,B12,梯田,11,45.0
2024,单季,B13,梯田,3,35.0
2024,单季,B14,梯田,11,20.0
2024,单季,B2,梯田,4,46.0
2024,单季,B3,梯田,11,40.0
2024,单季,B4,梯田,11,28.0
2024,单季,B5,梯田,3,25.0
2024,单季,B6,梯田,4,86.0
2024,单季,B7,梯田,11,55.0
2024,单季,B8,梯田,15,44.0
2024,单季,B9,梯田,11,50.0
2024,单季,C1,山坡地,4,15.000000000000002
2024,单季,C2,山坡地,4,13.0
2024,单季,C3,山坡地,5,15.000000000000002
2024,单季,C4,山坡地,4,18.0
2024,单季,C5,山坡地,5,27.0
2024,单季,C6,山坡地,11,20.0
2024,第一季,D1,水浇地,16,15.0
2024,第一季,D2,水浇地,16,10.0
2024,第一季,D3,水浇地,16,14.0
2024,第一季,D4,水浇地,16,6.0
2024,第一季,D5,水浇地,16,10.0
2024,第一季,D6,水浇地,16,12.0
2024,第一季,D7,水浇地,34,22.0
2024,第二季,D7,水浇地,35,9.992281953745549
2024,第二季,D7,水浇地,36,8.249721636500343
2024,第二季,D7,水浇地,37,3.75799640975411
2024,第一季,D8,水浇地,18,19.88566582846814
2024,第一季,D8,水浇地,19,0.1143341715318591
2024,第二季,D8,水浇地,36,19.759109626907705
2024,第二季,D8,水浇地,37,0.2408903730922946
2024,第一季,E1,普通大棚,34,0.5999999999999999
2024,第二季,E1,普通大棚,41,0.6
2024,第一季,E10,普通大棚,34,0.6
2024,第二季,E10,普通大棚,39,0.6
2024,第一季,E11,普通大棚,34,0.6
2024,第二季,E11,普通大棚,38,0.4541972300600323
2024,第二季,E11,普通大棚,39,0.1458027699399676
2024,第一季,E12,普通大棚,34,0.6
2024,第二季,E12,普通大棚,39,0.6
2024,第一季,E13,普通大棚,33,0.0163355880199579
2024,第一季,E13,普通大棚,34,0.583664411980042
2024,第二季,E13,普通大棚,39,0.6
2024,第一季,E14,普通大棚,34,0.6
2024,第二季,E14,普通大棚,39,0.1320647197073406
2024,第二季,E14,普通大棚,41,0.4679352802926593
2024,第一季,E15,普通大棚,34,0.6
2024,第二季,E15,普通大棚,39,0.6
2024,第一季,E16,普通大棚,23,0.0151527690221094
2024,第一季,E16,普通大棚,27,0.0502787758297489
2024,第一季,E16,普通大棚,34,0.5345684551481416
2024,第二季,E16,普通大棚,39,0.6
2024,第一季,E2,普通大棚,34,0.6
2024,第二季,E2,普通大棚,39,0.6
2024,第一季,E3,普通大棚,34,0.6
2024,第二季,E3,普通大棚,39,0.6
2024,第一季,E4,普通大棚,34,0.6
2024,第二季,E4,普通大棚,39,0.6
2024,第一季,E5,普通大棚,34,0.6
2024,第二季,E5,普通大棚,39,0.6
2024,第一季,E6,普通大棚,34,0.6
2024,第二季,E6,普通大棚,39,0.6
2024,第一季,E7,普通大棚,34,0.6
2024,第二季,E7,普通大棚,39,0.6
2024,第一季,E8,普通大棚,18,0.6
2024,第二季,E8,普通大棚,39,0.6
2024,第一季,E9,普通大棚,34,0.6
2024,第二季,E9,普通大棚,39,0.1595913049326266
2024,第二季,E9,普通大棚,40,0.4404086950673733
2024,第一季,F1,智慧大棚,20,0.6
2024,第二季,F1,智慧大棚,25,0.0553994401730285
2024,第二季,F1,智慧大棚,28,0.5446005598269714
2024,第一季,F2,智慧大棚,18,0.0174594185428377
2024,第一季,F2,智慧大棚,34,0.5825405814571623
2024,第二季,F2,智慧大棚,17,0.384681706520569
2024,第二季,F2,智慧大棚,24,0.1614856222330153
2024,第二季,F2,智慧大棚,29,0.0538326712464155
2024,第一季,F3,智慧大棚,34,0.6
2024,第二季,F3,智慧大棚,21,0.5444708842093161
2024,第二季,F3,智慧大棚,26,0.0555291157906838
2024,第一季,F4,智慧大棚,18,0.3707828798087332
2024,第一季,F4,智慧大棚,20,0.0462467678010466
2024,第一季,F4,智慧大棚,21,0.1829703523902201
2024,第二季,F4,智慧大棚,17,0.2292171201912667
2024,第二季,F4,智慧大棚,22,0.3527375801536048
2024,第二季,F4,智慧大棚,32,0.0180452996551284
2025,单季,A1,平旱地,3,67.9495309492281
2025,单季,A1,平旱地,7,10.482923903781838
2025,单季,A1,平旱地,10,1.567545146990057
2025,单季,A2,平旱地,3,36.76507692683438
2025,单季,A2,平旱地,6,17.125165255231558
2025,单季,A2,平旱地,13,1.10975781793406
2025,单季,A3,平旱地,1,9.457614344777491
2025,单季,A3,平旱地,2,2.737625088411194
2025,单季,A3,平旱地,5,22.804760566811314
2025,单季,A4,平旱地,4,72.0
2025,单季,A5,平旱地,5,52.893158561766086
2025,单季,A5,平旱地,8,12.007831680138915
2025,单季,A5,平旱地,9,3.099009758094997
2025,单季,A6,平旱地,5,51.94216483429895
2025,单季,A6,平旱地,12,0.7933182444637578
2025,单季,A6,平旱地,14,2.264516921237296
2025,单季,B1,梯田,5,60.0
2025,单季,B10,梯田,4,25.0
2025,单季,B11,梯田,15,60.0
2025,单季,B12,梯田,5,45.0
2025,单季,B13,梯田,11,35.0
2025,单季,B14,梯田,5,20.0
2025,单季,B2,梯田,3,46.0
2025,单季,B3,梯田,15,40.0
2025,单季,B4,梯田,5,28.0
2025,单季,B5,梯田,15,25.0
2025,单季,B6,梯田,11,86.0
2025,单季,B7,梯田,4,55.0
2025,单季,B8,梯田,5,44.0
2025,单季,B9,梯田,3,50.0
2025,单季,C1,山坡地,3,15.0
2025,单季,C2,山坡地,11,13.0
2025,单季,C3,山坡地,11,15.0
2025,单季,C4,山坡地,5,18.0
2025,单季,C5,山坡地,3,27.0
2025,单季,C6,山坡地,5,20.0
2025,第一季,D1,水浇地,18,15.0
2025,第二季,D1,水浇地,35,0.0745201181624857
2025,第二季,D1,水浇地,36,14.925479881837514
2025,第一季,D2,水浇地,18,10.0
2025,第二季,D2,水浇地,36,10.0
2025,第一季,D3,水浇地,18,14.0
2025,第二季,D3,水浇地,36,14.0
2025,第一季,D4,水浇地,18,6.0
2025,第二季,D4,水浇地,37,6.0
2025,第一季,D5,水浇地,18,10.0
2025,第二季,D5,水浇地,35,10.0
2025,第一季,D6,水浇地,18,12.0
2025,第二季,D6,水浇地,36,12.0
2025,第一季,D7,水浇地,16,22.0
2025,第一季,D8,水浇地,16,20.0
2025,第一季,E1,普通大棚,18,0.6
2025,第二季,E1,普通大棚,39,0.6
2025,第一季,E10,普通大棚,24,0.0482810613882302
2025,第一季,E10,普通大棚,34,0.5517189386117698
2025,第二季,E10,普通大棚,40,0.4403333475427134
2025,第二季,E10,普通大棚,41,0.1596666524572865
2025,第一季,E11,普通大棚,18,0.6
2025,第二季,E11,普通大棚,39,0.6
2025,第一季,E12,普通大棚,18,0.5999999999999998
2025,第二季,E12,普通大棚,39,0.6
2025,第一季,E13,普通大棚,18,0.6
2025,第二季,E13,普通大棚,39,0.6
2025,第一季,E14,普通大棚,18,0.6
2025,第二季,E14,普通大棚,38,0.4400996245971625
2025,第二季,E14,普通大棚,41,0.1599003754028374
2025,第一季,E15,普通大棚,18,0.5999999999999999
2025,第二季,E15,普通大棚,39,0.6
2025,第一季,E16,普通大棚,18,0.6
2025,第二季,E16,普通大棚,39,0.6
2025,第一季,E2,普通大棚,18,0.6
2025,第二季,E2,普通大棚,39,0.6
2025,第一季,E3,普通大棚,18,0.5835097713228654
2025,第一季,E3,普通大棚,33,0.0164902286771345
2025,第二季,E3,普通大棚,39,0.6
2025,第一季,E4,普通大棚,18,0.6
2025,第二季,E4,普通大棚,39,0.6
2025,第一季,E5,普通大棚,18,0.6
2025,第二季,E5,普通大棚,39,0.4581304899898077
2025,第二季,E5,普通大棚,41,0.1418695100101923
2025,第一季,E6,普通大棚,18,0.6000000000000001
2025,第二季,E6,普通大棚,39,0.6
2025,第一季,E7,普通大棚,18,0.6
2025,第二季,E7,普通大棚,39,0.6
2025,第一季,E8,普通大棚,34,0.6
2025,第二季,E8,普通大棚,41,0.6
2025,第一季,E9,普通大棚,18,0.6
2025,第二季,E9,普通大棚,39,0.6
2025,第一季,F1,智慧大棚,34,0.6
2025,第二季,F1,智慧大棚,21,0.0354130406850931
2025,第二季,F1,智慧大棚,28,0.5291418735585092
2025,第二季,F1,智慧大棚,30,0.0354450857563977
2025,第一季,F2,智慧大棚,21,0.1903029272602268
2025,第一季,F2,智慧大棚,25,0.0498790789552715
2025,第一季,F2,智慧大棚,34,0.3598179937845016
2025,第二季,F2,智慧大棚,17,0.1336656617984353
2025,第二季,F2,智慧大棚,22,0.3526670891404644
2025,第二季,F2,智慧大棚,27,0.1136672490611002
2025,第一季,F3,智慧大棚,20,0.0917515533462037
2025,第一季,F3,智慧大棚,34,0.5082484466537962
