year,season,plot_id,plot_type,crop_id,area_mu
2024,单季,A1,平旱地,11,80.0
2024,单季,A2,平旱地,11,53.91915261741285
2024,单季,A2,平旱地,13,1.0808473825871532
2024,单季,A3,平旱地,11,35.0
2024,单季,A4,平旱地,11,72.0
2024,单季,A5,平旱地,11,68.0
2024,单季,A6,平旱地,11,55.0
2024,单季,B1,梯田,4,6.782210549705934
2024,单季,B1,梯田,5,3.264298177344685
2024,单季,B1,梯田,11,49.953491272949385
2024,单季,B10,梯田,11,25.0
2024,单季,B11,梯田,11,60.0
2024,单季,B12,梯田,11,45.0
2024,单季,B13,梯田,11,35.0
2024,单季,B14,梯田,6,7.4933540811569355
2024,单季,B14,梯田,8,12.506645918843065
2024,单季,B2,梯田,3,4.002320911321484
2024,单季,B2,梯田,11,41.99767908867851
2024,单季,B3,梯田,11,40.0
2024,单季,B4,梯田,2,19.208015293401772
2024,单季,B4,梯田,6,8.791984706598228
2024,单季,B5,梯田,11,24.181683511458356
2024,单季,B5,梯田,12,0.8183164885416455
2024,单季,B6,梯田,9,3.2597108357125815
2024,单季,B6,梯田,11,82.74028916428742
2024,单季,B7,梯田,7,9.81680248338553
2024,单季,B7,梯田,11,45.18319751661447
2024,单季,B8,梯田,2,44.0
2024,单季,B9,梯田,11,47.71722249180513
2024,单季,B9,梯田,14,2.2827775081948705
2024,单季,C1,山坡地,10,15.0
2024,单季,C2,山坡地,11,13.0
2024,单季,C3,山坡地,11,15.0
2024,单季,C4,山坡地,11,18.0
2024,单季,C5,山坡地,11,27.0
2024,单季,C6,山坡地,11,20.0
2024,第一季,D1,水浇地,29,15.0
2024,第二季,D1,水浇地,35,9.985361923551658
2024,第二季,D1,水浇地,36,5.0146380764483425
2024,第一季,D2,水浇地,29,10.0
2024,第二季,D2,水浇地,36,10.0
2024,第一季,D3,水浇地,29,14.0
2024,第二季,D3,水浇地,36,14.0
2024,第一季,D4,水浇地,29,6.0
2024,第二季,D4,水浇地,36,6.0
2024,第一季,D5,水浇地,29,10.0
2024,第二季,D5,水浇地,36,10.0
2024,第一季,D6,水浇地,29,12.0
2024,第二季,D6,水浇地,36,12.0
2024,第一季,D7,水浇地,29,22.0
2024,第二季,D7,水浇地,36,18.000958771135902
2024,第二季,D7,水浇地,37,3.9990412288640984
2024,第一季,D8,水浇地,29,20.0
2024,第二季,D8,水浇地,36,20.0
2024,第一季,E1,普通大棚,29,0.6
2024,第二季,E1,普通大棚,38,0.6
2024,第一季,E10,普通大棚,29,0.6
2024,第二季,E10,普通大棚,38,0.6
2024,第一季,E11,普通大棚,29,0.6
2024,第二季,E11,普通大棚,38,0.6
2024,第一季,E12,普通大棚,29,0.6
2024,第二季,E12,普通大棚,38,0.6
2024,第一季,E13,普通大棚,29,0.6
2024,第二季,E13,普通大棚,38,0.6
2024,第一季,E14,普通大棚,29,0.6
2024,第二季,E14,普通大棚,38,0.6
2024,第一季,E15,普通大棚,29,0.6
2024,第二季,E15,普通大棚,38,0.6
2024,第一季,E16,普通大棚,29,0.6
2024,第二季,E16,普通大棚,38,0.6
2024,第一季,E2,普通大棚,29,0.6
2024,第二季,E2,普通大棚,38,0.6
2024,第一季,E3,普通大棚,29,0.6
2024,第二季,E3,普通大棚,38,0.6
2024,第一季,E4,普通大棚,29,0.6
2024,第二季,E4,普通大棚,38,0.6
2024,第一季,E5,普通大棚,29,0.6
2024,第二季,E5,普通大棚,38,0.6
2024,第一季,E6,普通大棚,29,0.6
2024,第二季,E6,普通大棚,38,0.6
2024,第一季,E7,普通大棚,29,0.6
2024,第二季,E7,普通大棚,38,0.6
2024,第一季,E8,普通大棚,29,0.6
2024,第二季,E8,普通大棚,40,0.6
2024,第一季,E9,普通大棚,29,0.6
2024,第二季,E9,普通大棚,38,0.6
2024,第一季,F1,智慧大棚,32,0.6
2024,第二季,F1,智慧大棚,29,0.6
2024,第一季,F2,智慧大棚,32,0.5830613415361303
2024,第一季,F2,智慧大棚,33,0.01693865846386966
2024,第二季,F2,智慧大棚,29,0.6
2024,第一季,F3,智慧大棚,17,0.550557776384256
2024,第一季,F3,智慧大棚,26,0.04944222361574402
2024,第二季,F3,智慧大棚,29,0.6
2024,第一季,F4,智慧大棚,22,0.5192957707028406
2024,第一季,F4,智慧大棚,27,0.049025938458068484
2024,第一季,F4,智慧大棚,30,0.03167829083909086
2024,第二季,F4,智慧大棚,29,0.6
2025,单季,A1,平旱地,2,78.88151339754926
2025,单季,A1,平旱地,13,1.1184866024507443
2025,单季,A2,平旱地,2,50.0368051105623
2025,单季,A2,平旱地,8,1.9305148720832075
2025,单季,A2,平旱地,9,3.0326800173544943
2025,单季,A3,平旱地,2,35.0
2025,单季,A4,平旱地,2,72.0
2025,单季,A5,平旱地,2,68.0
2025,单季,A6,平旱地,2,55.0
2025,单季,B1,梯田,2,49.95349127294938
2025,单季,B1,梯田,7,10.046508727050629
2025,单季,B10,梯田,2,25.0
2025,单季,B11,梯田,2,60.0
2025,单季,B12,梯田,2,45.0
2025,单季,B13,梯田,2,35.0
2025,单季,B14,梯田,11,20.0
2025,单季,B2,梯田,2,27.359662416877384
2025,单季,B2,梯田,5,1.723161981866762
2025,单季,B2,梯田,6,16.917175601255856
2025,单季,B3,梯田,2,36.07207567603136
2025,单季,B3,梯田,3,3.9279243239686363
2025,单季,B4,梯田,8,10.56561368927904
2025,单季,B4,梯田,11,17.43438631072096
2025,单季,B5,梯田,2,25.0
2025,单季,B6,梯田,2,86.0
2025,单季,B7,梯田,2,55.0
2025,单季,B8,梯田,11,44.0
2025,单季,B9,梯田,2,43.27717932165157
2025,单季,B9,梯田,4,6.722820678348425
2025,单季,C1,山坡地,11,15.0
2025,单季,C2,山坡地,2,13.0
2025,单季,C3,山坡地,2,15.0
2025,单季,C4,山坡地,2,18.0
2025,单季,C5,山坡地,2,25.32069805669195
2025,单季,C5,山坡地,10,1.679301943308051
2025,单季,C6,山坡地,2,20.0
2025,第一季,D1,水浇地,17,15.0
2025,第二季,D1,水浇地,36,15.0
2025,第一季,D2,水浇地,17,9.873180638715366
2025,第一季,D2,水浇地,18,0.12681936128463409
2025,第二季,D2,水浇地,35,10.0
2025,第一季,D3,水浇地,17,14.0
2025,第二季,D3,水浇地,36,14.0
2025,第一季,D4,水浇地,17,5.886772735848625
2025,第一季,D4,水浇地,19,0.1132272641513748
2025,第二季,D4,水浇地,36,2.046275918867634
2025,第二季,D4,水浇地,37,3.953724081132366
2025,第一季,D5,水浇地,17,10.0
2025,第二季,D5,水浇地,36,10.0
2025,第一季,D6,水浇地,17,12.0
2025,第二季,D6,水浇地,36,12.0
2025,第一季,D7,水浇地,17,22.0
2025,第二季,D7,水浇地,35,0.06907302780625812
2025,第二季,D7,水浇地,36,21.930926972193742
2025,第一季,D8,水浇地,17,20.0
2025,第二季,D8,水浇地,36,20.0
2025,第一季,E1,普通大棚,17,0.6
2025,第二季,E1,普通大棚,38,0.6
2025,第一季,E10,普通大棚,17,0.6
2025,第二季,E10,普通大棚,40,0.6
2025,第一季,E11,普通大棚,17,0.6
2025,第二季,E11,普通大棚,38,0.6
2025,第一季,E12,普通大棚,17,0.6
2025,第二季,E12,普通大棚,38,0.6
2025,第一季,E13,普通大棚,17,0.6
2025,第二季,E13,普通大棚,38,0.6
2025,第一季,E14,普通大棚,17,0.6
2025,第二季,E14,普通大棚,38,0.6
2025,第一季,E15,普通大棚,17,0.6
2025,第二季,E15,普通大棚,38,0.6
2025,第一季,E16,普通大棚,17,0.6
2025,第二季,E16,普通大棚,38,0.6
2025,第一季,E2,普通大棚,17,0.6
2025,第二季,E2,普通大棚,38,0.6
2025,第一季,E3,普通大棚,17,0.6
2025,第二季,E3,普通大棚,38,0.6
2025,第一季,E4,普通大棚,17,0.6
2025,第二季,E4,普通大棚,38,0.6
2025,第一季,E5,普通大棚,17,0.6
2025,第二季,E5,普通大棚,38,0.6
2025,第一季,E6,普通大棚,17,0.6
2025,第二季,E6,普通大棚,38,0.6
2025,第一季,E7,普通大棚,17,0.6
2025,第二季,E7,普通大棚,38,0.6
2025,第一季,E8,普通大棚,17,0.6
2025,第二季,E8,普通大棚,38,0.6
2025,第一季,E9,普通大棚,17,0.6
2025,第二季,E9,普通大棚,38,0.6
2025,第一季,F1,智慧大棚,27,0.049512177651586234
2025,第一季,F1,智慧大棚,32,0.5504878223484138
2025,第二季,F1,智慧大棚,29,0.6
2025,第一季,F2,智慧大棚,30,0.03170256077201228
2025,第一季,F2,智慧大棚,32,0.551506069588692
2025,第一季,F2,智慧大棚,33,0.016791369639295728
2025,第二季,F2,智慧大棚,29,0.6
2025,第一季,F3,智慧大棚,22,0.2534646366270701
2025,第一季,F3,智慧大棚,32,0.33102652741047295
2025,第一季,F3,智慧大棚,34,0.015508835962456946
2025,第二季,F3,智慧大棚,29,0.6
2025,第一季,F4,智慧大棚,18,0.4952841940757804
2025,第一季,F4,智慧大棚,22,0.05478895968134938
2025,第一季,F4,智慧大棚,26,0.04992684624287021
2025,第二季,F4,智慧大棚,29,0.6
2026,单季,A1,平旱地,4,1.1184866024507443
2026,单季,A1,平旱地,11,78.88151339754926
2026,单季,A2,平旱地,4,4.925077017844976
2026,单季,A2,平旱地,5,0.03811787159272605
2026,单季,A2,平旱地,11,50.036805110562305
2026,单季,A3,平旱地,11,35.0
2026,单季,A4,平旱地,8,11.818671003975055
2026,单季,A4,平旱地,11,59.05786963099452
2026,单季,A4,平旱地,13,1.1234593650304283
2026,单季,A5,平旱地,9,3.01460274643685
2026,单季,A5,平旱地,11,64.98539725356315
2026,单季,A6,平旱地,10,1.5336441276032495
2026,单季,A6,平旱地,11,53.46635587239675
2026,单季,B1,梯田,11,59.18553746738873
2026,单季,B1,梯田,12,0.8144625326112731
2026,单季,B10,梯田,11,25.0
2026,单季,B11,梯田,11,60.0
2026,单季,B12,梯田,11,45.0
2026,单季,B13,梯田,11,35.0
2026,单季,B14,梯田,2,20.0
2026,单季,B2,梯田,3,12.914854689934373
2026,单季,B2,梯田,11,33.08514531006562
2026,单季,B3,梯田,11,39.99999999999999
2026,单季,B4,梯田,2,28.0
2026,单季,B5,梯田,11,25.0
2026,单季,B6,梯田,11,86.0
2026,单季,B7,梯田,11,55.0
2026,单季,B8,梯田,6,17.163249908640278
2026,单季,B8,梯田,7,24.613768399898877
2026,单季,B8,梯田,14,2.222981691460845
2026,单季,B9,梯田,11,50.0
2026,单季,C1,山坡地,2,15.0
2026,单季,C2,山坡地,11,13.0
2026,单季,C3,山坡地,11,15.0
2026,单季,C4,山坡地,11,18.0
2026,单季,C5,山坡地,5,1.6793019433080538
