year,season,plot_id,plot_type,crop_id,area_mu
2024,单季,A1,平旱地,5,67.39556424260165
2024,单季,A1,平旱地,8,11.800696794327822
2024,单季,A1,平旱地,12,0.8037389630705253
2024,单季,A2,平旱地,4,51.91389659545691
2024,单季,A2,平旱地,9,3.086103404543093
2024,单季,A3,平旱地,6,15.452339555687105
2024,单季,A3,平旱地,14,2.1614214871144197
2024,单季,A3,平旱地,15,17.38623895719847
2024,单季,A4,平旱地,2,2.856922433163247
2024,单季,A4,平旱地,11,69.14307756683675
2024,单季,A5,平旱地,10,1.5552537110923568
2024,单季,A5,平旱地,13,1.080847382587145
2024,单季,A5,平旱地,15,65.3638989063205
2024,单季,A6,平旱地,1,9.332440035371825
2024,单季,A6,平旱地,7,9.639994063045176
2024,单季,A6,平旱地,11,36.027565901582996
2024,单季,B1,梯田,3,59.99999999999999
2024,单季,B10,梯田,3,25.0
2024,单季,B11,梯田,4,60.0
2024,单季,B12,梯田,11,45.0
2024,单季,B13,梯田,15,35.0
2024,单季,B14,梯田,11,20.0
2024,单季,B2,梯田,4,46.0
2024,单季,B3,梯田,11,40.0
2024,单季,B4,梯田,11,27.999999999999996
2024,单季,B5,梯田,3,25.0
2024,单季,B6,梯田,4,86.0
2024,单季,B7,梯田,11,55.0
2024,单季,B8,梯田,15,44.0
2024,单季,B9,梯田,11,50.0
2024,单季,C1,山坡地,4,15.0
2024,单季,C2,山坡地,4,13.0
2024,单季,C3,山坡地,5,15.000000000000002
2024,单季,C4,山坡地,4,18.0
2024,单季,C5,山坡地,11,27.0
2024,单季,C6,山坡地,4,20.0
2024,第一季,D1,水浇地,16,15.0
2024,第一季,D2,水浇地,16,10.0
2024,第一季,D3,水浇地,16,14.0
2024,第一季,D4,水浇地,16,6.0
2024,第一季,D5,水浇地,16,10.0
2024,第一季,D6,水浇地,16,12.0
2024,第一季,D7,水浇地,18,22.0
2024,第二季,D7,水浇地,35,9.758280257529364
2024,第二季,D7,水浇地,36,8.242678513606538
2024,第二季,D7,水浇地,37,3.9990412288640984
2024,第一季,D8,水浇地,25,0.05307686612311713
2024,第一季,D8,水浇地,34,19.946923133876883
2024,第二季,D8,水浇地,35,0.2270816660222934
2024,第二季,D8,水浇地,36,19.772918333977707
2024,第一季,E1,普通大棚,34,0.6
2024,第二季,E1,普通大棚,38,0.4529849965119096
2024,第二季,E1,普通大棚,41,0.14701500348809038
2024,第一季,E10,普通大棚,34,0.6
2024,第二季,E10,普通大棚,39,0.6
2024,第一季,E11,普通大棚,34,0.6
2024,第二季,E11,普通大棚,39,0.16081029137416755
2024,第二季,E11,普通大棚,40,0.43918970862583245
2024,第一季,E12,普通大棚,34,0.6
2024,第二季,E12,普通大棚,39,0.6
2024,第一季,E13,普通大棚,34,0.6
2024,第二季,E13,普通大棚,39,0.6
2024,第一季,E14,普通大棚,34,0.6000000000000002
2024,第二季,E14,普通大棚,39,0.6
2024,第一季,E15,普通大棚,34,0.6
2024,第二季,E15,普通大棚,39,0.6
2024,第一季,E16,普通大棚,26,0.04968602436124456
2024,第一季,E16,普通大棚,34,0.5503139756387554
2024,第二季,E16,普通大棚,39,0.6
2024,第一季,E2,普通大棚,34,0.6
2024,第二季,E2,普通大棚,39,0.6
2024,第一季,E3,普通大棚,34,0.6
2024,第二季,E3,普通大棚,39,0.6
2024,第一季,E4,普通大棚,34,0.6
2024,第二季,E4,普通大棚,41,0.6
2024,第一季,E5,普通大棚,33,0.016349277102277075
2024,第一季,E5,普通大棚,34,0.5836507228977229
2024,第二季,E5,普通大棚,39,0.6
2024,第一季,E6,普通大棚,34,0.6
2024,第二季,E6,普通大棚,39,0.6
2024,第一季,E7,普通大棚,31,0.03280976428735705
2024,第一季,E7,普通大棚,34,0.5671902357126429
2024,第二季,E7,普通大棚,39,0.2787021803695389
2024,第二季,E7,普通大棚,41,0.32129781963046106
2024,第一季,E8,普通大棚,34,0.6
2024,第二季,E8,普通大棚,39,0.6
2024,第一季,E9,普通大棚,23,0.0151786799541947
2024,第一季,E9,普通大棚,34,0.5848213200458053
2024,第二季,E9,普通大棚,39,0.6
2024,第一季,F1,智慧大棚,18,0.5044045168753624
2024,第一季,F1,智慧大棚,20,0.09559548312463756
2024,第二季,F1,智慧大棚,21,0.5110759948935474
2024,第二季,F1,智慧大棚,24,0.054020505130153
2024,第二季,F1,智慧大棚,30,0.034903499976299615
2024,第一季,F2,智慧大棚,21,0.21370537119493774
2024,第一季,F2,智慧大棚,34,0.3862946288050622
2024,第二季,F2,智慧大棚,25,0.0037621579337198258
2024,第二季,F2,智慧大棚,28,0.5424055576358359
2024,第二季,F2,智慧大棚,29,0.053832284430444285
2024,第一季,F3,智慧大棚,34,0.6
2024,第二季,F3,智慧大棚,17,0.22891480609003212
2024,第二季,F3,智慧大棚,22,0.35301993057306796
2024,第二季,F3,智慧大棚,32,0.018065263336899895
2024,第一季,F4,智慧大棚,20,0.6
2024,第二季,F4,智慧大棚,17,0.38390459870863186
2024,第二季,F4,智慧大棚,19,0.11260672632895011
2024,第二季,F4,智慧大棚,27,0.10348867496241801
2025,单季,A1,平旱地,3,70.03325226475735
2025,单季,A1,平旱地,7,9.966747735242652
2025,单季,A2,平旱地,3,38.69604173083693
2025,单季,A2,平旱地,6,16.303958269163264
2025,单季,A3,平旱地,1,9.44623323741906
2025,单季,A3,平旱地,5,24.012768543705302
2025,单季,A3,平旱地,10,1.5409982188756377
2025,单季,A4,平旱地,4,68.66372837505857
2025,单季,A4,平旱地,13,1.1184866024507292
2025,单季,A4,平旱地,14,2.2177850224907028
2025,单季,A5,平旱地,2,2.7446550354506063
2025,单季,A5,平旱地,5,64.45872376671973
2025,单季,A5,平旱地,12,0.7966211978296651
2025,单季,A6,平旱地,5,40.210629022527996
2025,单季,A6,平旱地,8,11.75669096011751
2025,单季,A6,平旱地,9,3.0326800173544943
2025,单季,B1,梯田,5,60.0
2025,单季,B10,梯田,4,25.0
2025,单季,B11,梯田,15,60.0
2025,单季,B12,梯田,5,45.0
2025,单季,B13,梯田,11,35.0
2025,单季,B14,梯田,5,20.0
2025,单季,B2,梯田,3,46.0
2025,单季,B3,梯田,4,40.0
2025,单季,B4,梯田,5,28.0
2025,单季,B5,梯田,15,25.0
2025,单季,B6,梯田,11,86.0
2025,单季,B7,梯田,4,55.0
2025,单季,B8,梯田,5,44.0
2025,单季,B9,梯田,3,50.0
2025,单季,C1,山坡地,3,15.0
2025,单季,C2,山坡地,11,13.0
2025,单季,C3,山坡地,11,15.0
2025,单季,C4,山坡地,5,18.0
2025,单季,C5,山坡地,3,27.0
2025,单季,C6,山坡地,5,20.0
2025,第一季,D1,水浇地,18,15.0
2025,第二季,D1,水浇地,35,10.069073027806256
2025,第二季,D1,水浇地,36,4.930926972193744
2025,第一季,D2,水浇地,18,10.0
2025,第二季,D2,水浇地,36,10.0
2025,第一季,D3,水浇地,18,14.0
2025,第二季,D3,水浇地,36,14.0
2025,第一季,D4,水浇地,18,6.0
2025,第二季,D4,水浇地,36,6.0
