year,season,plot_id,plot_type,crop_id,area_mu
2024,单季,A1,平旱地,8,80.0
2024,单季,A2,平旱地,2,55.0
2024,单季,A3,平旱地,2,35.0
2024,单季,A4,平旱地,6,51.11401908064255
2024,单季,A4,平旱地,13,20.88598091935745
2024,单季,A5,平旱地,6,44.25863312220969
2024,单季,A5,平旱地,8,23.741366877790313
2024,单季,A6,平旱地,4,31.926669988455473
2024,单季,A6,平旱地,9,23.073330011544527
2024,单季,B1,梯田,4,54.0
2024,单季,B1,梯田,11,6.0
2024,单季,B10,梯田,2,2.4999999999999964
2024,单季,B10,梯田,9,22.500000000000004
2024,单季,B11,梯田,7,60.0
2024,单季,B12,梯田,5,24.542147253829118
2024,单季,B12,梯田,11,8.066507754825363
2024,单季,B12,梯田,12,12.391344991345523
2024,单季,B13,梯田,8,35.0
2024,单季,B14,梯田,7,20.0
2024,单季,B2,梯田,8,45.999999999999986
2024,单季,B3,梯田,6,40.0
2024,单季,B4,梯田,11,28.0
2024,单季,B5,梯田,7,25.0
2024,单季,B6,梯田,6,86.0
2024,单季,B7,梯田,2,23.85893276596199
2024,单季,B7,梯田,3,31.14106723403802
2024,单季,B8,梯田,7,44.0
2024,单季,B9,梯田,11,50.0
2024,单季,C1,山坡地,3,14.99999999999999
2024,单季,C2,山坡地,14,13.0
2024,单季,C3,山坡地,10,15.0
2024,单季,C4,山坡地,3,18.0
2024,单季,C5,山坡地,10,11.962663669616873
2024,单季,C5,山坡地,14,15.037336330383127
2024,单季,C6,山坡地,6,20.0
2024,第一季,D1,水浇地,29,15.0
2024,第二季,D1,水浇地,36,15.0
2024,第一季,D2,水浇地,29,10.0
2024,第二季,D2,水浇地,37,10.0
2024,第一季,D3,水浇地,17,4.014081829130596
2024,第一季,D3,水浇地,29,9.985918170869404
2024,第二季,D3,水浇地,35,14.0
2024,第一季,D4,水浇地,29,6.0
2024,第二季,D4,水浇地,37,6.0
2024,第一季,D5,水浇地,29,10.0
2024,第二季,D5,水浇地,36,10.0
2024,第一季,D6,水浇地,29,12.0
2024,第二季,D6,水浇地,36,12.0
2024,第一季,D7,水浇地,29,22.0
2024,第二季,D7,水浇地,36,22.0
2024,第一季,D8,水浇地,29,20.0
2024,第二季,D8,水浇地,35,20.0
2024,第一季,E1,普通大棚,29,0.6
2024,第二季,E1,普通大棚,38,0.16095363676100644
2024,第二季,E1,普通大棚,40,0.43904636323899354
2024,第一季,E10,普通大棚,29,0.6
2024,第二季,E10,普通大棚,38,0.6
2024,第一季,E11,普通大棚,29,0.6
2024,第二季,E11,普通大棚,38,0.6
2024,第一季,E12,普通大棚,29,0.6
2024,第二季,E12,普通大棚,38,0.6
2024,第一季,E13,普通大棚,17,0.6
2024,第二季,E13,普通大棚,38,0.6
2024,第一季,E14,普通大棚,17,0.6
2024,第二季,E14,普通大棚,38,0.6
2024,第一季,E15,普通大棚,29,0.6
2024,第二季,E15,普通大棚,38,0.6
2024,第一季,E16,普通大棚,17,0.6
2024,第二季,E16,普通大棚,38,0.6
2024,第一季,E2,普通大棚,17,0.6
2024,第二季,E2,普通大棚,38,0.6
2024,第一季,E3,普通大棚,17,0.06
2024,第一季,E3,普通大棚,29,0.54
2024,第二季,E3,普通大棚,40,0.6
2024,第一季,E4,普通大棚,17,0.6
2024,第二季,E4,普通大棚,38,0.6
2024,第一季,E5,普通大棚,17,0.6
2024,第二季,E5,普通大棚,38,0.6
2024,第一季,E6,普通大棚,29,0.6
2024,第二季,E6,普通大棚,40,0.6
2024,第一季,E7,普通大棚,29,0.6
2024,第二季,E7,普通大棚,38,0.6
2024,第一季,E8,普通大棚,29,0.6
2024,第二季,E8,普通大棚,38,0.6
2024,第一季,E9,普通大棚,29,0.6
2024,第二季,E9,普通大棚,38,0.6
2024,第一季,F1,智慧大棚,17,0.6
2024,第二季,F1,智慧大棚,29,0.6
2024,第一季,F2,智慧大棚,17,0.6
2024,第二季,F2,智慧大棚,29,0.6
2024,第一季,F3,智慧大棚,29,0.6
2024,第二季,F3,智慧大棚,32,0.6
2024,第一季,F4,智慧大棚,17,0.6
2024,第二季,F4,智慧大棚,29,0.6
2025,单季,A1,平旱地,2,80.0
2025,单季,A2,平旱地,10,42.3232470382816
2025,单季,A2,平旱地,12,12.676752961718401
2025,单季,A3,平旱地,8,35.0
2025,单季,A4,平旱地,8,72.0
2025,单季,A5,平旱地,9,49.73872063877321
2025,单季,A5,平旱地,13,18.26127936122679
2025,单季,A6,平旱地,2,23.073330011544527
2025,单季,A6,平旱地,8,31.926669988455473
2025,单季,B1,梯田,3,21.425515095919987
2025,单季,B1,梯田,7,38.574484904080016
2025,单季,B10,梯田,4,22.5
2025,单季,B10,梯田,6,2.5
2025,单季,B11,梯田,6,60.0
2025,单季,B12,梯田,4,45.0
2025,单季,B13,梯田,3,35.0
2025,单季,B14,梯田,4,20.0
2025,单季,B2,梯田,6,46.0
2025,单季,B3,梯田,7,40.0
2025,单季,B4,梯田,6,28.0
2025,单季,B5,梯田,6,9.173971614308002
2025,单季,B5,梯田,11,15.826028385692
2025,单季,B6,梯田,2,59.26633084928884
2025,单季,B6,梯田,5,26.733669150711158
2025,单季,B7,梯田,6,55.000000000000014
2025,单季,B8,梯田,2,44.0
2025,单季,B9,梯田,2,50.0
2025,单季,C1,山坡地,7,13.499999999999995
2025,单季,C1,山坡地,10,1.5
2025,单季,C2,山坡地,2,13.0
2025,单季,C3,山坡地,7,15.0
2025,单季,C4,山坡地,7,18.0
2025,单季,C5,山坡地,2,27.0
2025,单季,C6,山坡地,7,20.0
2025,第一季,D1,水浇地,17,9.895254420188614
2025,第一季,D1,水浇地,18,2.8246678261510874
2025,第一季,D1,水浇地,19,2.280077753660299
2025,第二季,D1,水浇地,36,15.0
2025,第一季,D2,水浇地,17,10.0
2025,第二季,D2,水浇地,35,10.0
2025,第一季,D3,水浇地,18,9.985918170869404
2025,第一季,D3,水浇地,29,4.014081829130596
2025,第二季,D3,水浇地,36,14.0
2025,第一季,D4,水浇地,17,6.0
2025,第二季,D4,水浇地,35,6.0
2025,第一季,D5,水浇地,29,10.0
2025,第二季,D5,水浇地,37,10.0
2025,第一季,D6,水浇地,29,12.0
2025,第二季,D6,水浇地,37,12.0
2025,第一季,D7,水浇地,17,22.0
2025,第二季,D7,水浇地,36,22.0
2025,第一季,D8,水浇地,17,20.0
2025,第二季,D8,水浇地,35,20.0
2025,第一季,E1,普通大棚,29,0.6
2025,第二季,E1,普通大棚,38,0.6
2025,第一季,E10,普通大棚,29,0.6
2025,第二季,E10,普通大棚,38,0.1895624438139492
2025,第二季,E10,普通大棚,40,0.41043755618605077
2025,第一季,E11,普通大棚,29,0.6
2025,第二季,E11,普通大棚,38,0.6
