year,season,plot_id,plot_type,crop_id,area_mu
2024,单季,A1,平旱地,12,0.7800000000000055
2024,单季,A1,平旱地,13,76.99777777777777
2024,单季,A1,平旱地,14,2.222222222222228
2024,单季,A2,平旱地,3,43.1
2024,单季,A2,平旱地,8,11.9
2024,单季,A3,平旱地,4,6.293333333333333
2024,单季,A3,平旱地,9,3.1746031746031744
2024,单季,A3,平旱地,11,25.53206349206349
2024,单季,A4,平旱地,7,9.51375
2024,单季,A4,平旱地,11,62.48625
2024,单季,A5,平旱地,11,68.00000000000001
2024,单季,A6,平旱地,11,55.0
2024,单季,B1,梯田,11,60.0
2024,单季,B10,梯田,11,25.0
2024,单季,B11,梯田,5,1.6666666666666667
2024,单季,B11,梯田,11,58.333333333333336
2024,单季,B12,梯田,11,45.0
2024,单季,B13,梯田,11,35.0
2024,单季,B14,梯田,11,20.0
2024,单季,B2,梯田,11,46.0
2024,单季,B3,梯田,11,40.0
2024,单季,B4,梯田,11,28.0
2024,单季,B5,梯田,2,8.890087719298247
2024,单季,B5,梯田,6,16.109912280701753
2024,单季,B6,梯田,11,86.0
2024,单季,B7,梯田,11,55.0
2024,单季,B8,梯田,11,44.0
2024,单季,B9,梯田,11,50.0
2024,单季,C1,山坡地,10,15.0
2024,单季,C2,山坡地,11,13.0
2024,单季,C3,山坡地,11,15.0
2024,单季,C4,山坡地,11,18.0
2024,单季,C5,山坡地,11,27.0
2024,单季,C6,山坡地,11,20.0
2024,第一季,D1,水浇地,29,15.0
2024,第二季,D1,水浇地,35,10.0
2024,第二季,D1,水浇地,36,5.0
2024,第一季,D2,水浇地,29,10.0
2024,第二季,D2,水浇地,36,10.0
2024,第一季,D3,水浇地,29,14.0
2024,第二季,D3,水浇地,36,14.0
2024,第一季,D4,水浇地,29,6.0
2024,第二季,D4,水浇地,36,6.0
2024,第一季,D5,水浇地,29,10.0
2024,第二季,D5,水浇地,36,10.0
2024,第一季,D6,水浇地,29,12.0
2024,第二季,D6,水浇地,36,12.0
2024,第一季,D7,水浇地,29,22.0
2024,第二季,D7,水浇地,36,18.0
2024,第二季,D7,水浇地,37,4.0
2024,第一季,D8,水浇地,29,20.0
