year,season,plot_id,plot_type,crop_id,area_mu
2024,单季,A1,平旱地,7,80.0
2025,单季,A1,平旱地,2,80.00000000000001
2026,单季,A1,平旱地,6,68.3
2026,单季,A1,平旱地,12,11.7
2027,单季,A1,平旱地,7,63.63636363636364
2027,单季,A1,平旱地,13,16.363636363636363
2028,单季,A1,平旱地,2,80.0
2029,单季,A1,平旱地,7,80.0
2030,单季,A1,平旱地,6,63.63636363636364
2030,单季,A1,平旱地,13,16.363636363636363
2024,单季,A2,平旱地,6,55.0
2025,单季,A2,平旱地,4,55.0
2026,单季,A2,平旱地,7,55.0
2027,单季,A2,平旱地,6,55.0
2028,单季,A2,平旱地,2,55.0
2029,单季,A2,平旱地,6,55.0
2030,单季,A2,平旱地,7,43.3
2030,单季,A2,平旱地,12,11.7
2024,单季,A3,平旱地,6,35.0
2025,单季,A3,平旱地,2,3.5
2025,单季,A3,平旱地,4,31.5
2026,单季,A3,平旱地,6,11.3
2026,单季,A3,平旱地,13,23.7
2027,单季,A3,平旱地,7,35.0
2028,单季,A3,平旱地,2,35.0
2029,单季,A3,平旱地,7,3.5
2029,单季,A3,平旱地,13,31.5
2030,单季,A3,平旱地,6,35.0
2024,单季,A4,平旱地,6,72.0
2025,单季,A4,平旱地,7,43.93636363636364
2025,单季,A4,平旱地,12,11.7
2025,单季,A4,平旱地,13,16.363636363636363
2026,单季,A4,平旱地,4,72.0
2027,单季,A4,平旱地,6,72.0
2028,单季,A4,平旱地,7,60.3
2028,单季,A4,平旱地,12,11.700000000000003
2029,单季,A4,平旱地,4,72.0
2030,单季,A4,平旱地,6,50.54999999999997
2030,单季,A4,平旱地,7,21.450000000000028
2024,单季,A5,平旱地,6,39.93636363636364
2024,单季,A5,平旱地,12,11.7
2024,单季,A5,平旱地,13,16.363636363636363
2025,单季,A5,平旱地,7,68.0
2026,单季,A5,平旱地,2,68.0
2027,单季,A5,平旱地,6,68.0
2028,单季,A5,平旱地,2,7.414935064935063
2028,单季,A5,平旱地,7,44.221428571428575
2028,单季,A5,平旱地,13,16.363636363636363
2029,单季,A5,平旱地,4,68.0
2030,单季,A5,平旱地,7,67.99999999999997
2024,单季,A6,平旱地,7,55.0
2025,单季,A6,平旱地,2,47.1
2025,单季,A6,平旱地,4,7.899999999999999
2026,单季,A6,平旱地,7,55.0
2027,单季,A6,平旱地,6,18.549999999999997
2027,单季,A6,平旱地,12,36.45
2028,单季,A6,平旱地,4,55.0
2029,单季,A6,平旱地,7,55.0
2030,单季,A6,平旱地,6,55.0
2024,单季,B1,梯田,8,60.0
2025,单季,B1,梯田,2,60.0
2026,单季,B1,梯田,8,60.0
2027,单季,B1,梯田,2,60.0
2028,单季,B1,梯田,3,6.0
2028,单季,B1,梯田,6,10.389473684210527
2028,单季,B1,梯田,9,43.61052631578947
2029,单季,B1,梯田,10,60.0
2030,单季,B1,梯田,3,37.95358649789029
2030,单季,B1,梯田,5,22.046413502109708
