year,season,plot_id,plot_type,crop_id,area_mu
2024,单季,A1,平旱地,4,63.63636363636364
2024,单季,A1,平旱地,13,16.363636363636363
2025,单季,A1,平旱地,2,16.36363636363636
2025,单季,A1,平旱地,7,55.63636363636364
2025,单季,A1,平旱地,12,8.0
2026,单季,A1,平旱地,6,80.0
2027,单季,A1,平旱地,4,80.0
2028,单季,A1,平旱地,7,80.0
2029,单季,A1,平旱地,6,45.4
2029,单季,A1,平旱地,12,34.6
2030,单季,A1,平旱地,4,80.0
2024,单季,A2,平旱地,6,55.0
2025,单季,A2,平旱地,4,55.0
2026,单季,A2,平旱地,7,55.0
2027,单季,A2,平旱地,4,14.4
2027,单季,A2,平旱地,13,40.6
2028,单季,A2,平旱地,2,43.300000000000004
2028,单季,A2,平旱地,12,11.699999999999996
2029,单季,A2,平旱地,7,55.0
2030,单季,A2,平旱地,4,11.700000000000003
2030,单季,A2,平旱地,6,43.3
2024,单季,A3,平旱地,4,18.613636363636356
2024,单季,A3,平旱地,12,16.386363636363644
2025,单季,A3,平旱地,2,35.0
2026,单季,A3,平旱地,12,11.7
2026,单季,A3,平旱地,13,23.3
2027,单季,A3,平旱地,7,35.0
2028,单季,A3,平旱地,2,21.670000000000012
2028,单季,A3,平旱地,4,13.32999999999999
2029,单季,A3,平旱地,7,35.0
2030,单季,A3,平旱地,4,3.4999999999999947
2030,单季,A3,平旱地,12,11.7
2030,单季,A3,平旱地,13,19.800000000000004
2024,单季,A4,平旱地,6,72.0
2025,单季,A4,平旱地,7,72.0
2026,单季,A4,平旱地,4,72.0
2027,单季,A4,平旱地,7,72.0
2028,单季,A4,平旱地,6,55.63636363636364
2028,单季,A4,平旱地,13,16.363636363636363
2029,单季,A4,平旱地,4,72.0
2030,单季,A4,平旱地,6,7.25
2030,单季,A4,平旱地,7,64.75
2024,单季,A5,平旱地,7,68.0
2025,单季,A5,平旱地,6,44.83636363636364
2025,单季,A5,平旱地,12,6.799999999999994
2025,单季,A5,平旱地,13,16.363636363636363
2026,单季,A5,平旱地,2,68.0
2027,单季,A5,平旱地,6,56.3
2027,单季,A5,平旱地,12,11.7
2028,单季,A5,平旱地,7,68.0
2029,单季,A5,平旱地,2,68.0
2030,单季,A5,平旱地,7,68.0
2024,单季,A6,平旱地,7,55.0
2025,单季,A6,平旱地,4,55.0
2026,单季,A6,平旱地,7,55.0
2027,单季,A6,平旱地,6,55.0
2028,单季,A6,平旱地,4,55.0
2029,单季,A6,平旱地,7,38.63636363636363
2029,单季,A6,平旱地,13,16.363636363636367
2030,单季,A6,平旱地,6,55.0
2024,单季,B1,梯田,2,36.05263157894737
2024,单季,B1,梯田,3,23.94736842105263
2025,单季,B1,梯田,8,60.0
2026,单季,B1,梯田,6,50.0
2026,单季,B1,梯田,14,10.0
2027,单季,B1,梯田,2,60.0
2028,单季,B1,梯田,3,22.814999999999998
2028,单季,B1,梯田,9,37.185
2029,单季,B1,梯田,6,6.0
2029,单季,B1,梯田,8,43.89473684210526
2029,单季,B1,梯田,14,10.105263157894736
2030,单季,B1,梯田,5,37.185
2030,单季,B1,梯田,11,22.815
2024,单季,B2,梯田,9,46.0
2025,单季,B2,梯田,8,46.0
2026,单季,B2,梯田,2,46.0
2027,单季,B2,梯田,8,46.0
