year,season,plot_id,plot_type,crop_id,area_mu
2024,单季,A1,平旱地,4,8.0
2024,单季,A1,平旱地,7,72.0
2025,单季,A1,平旱地,2,80.0
2026,单季,A1,平旱地,7,80.0
2027,单季,A1,平旱地,4,35.85421052631579
2027,单季,A1,平旱地,13,44.14578947368421
2028,单季,A1,平旱地,2,68.3
2028,单季,A1,平旱地,12,11.700000000000003
2029,单季,A1,平旱地,7,80.0
2030,单季,A1,平旱地,4,11.7
2030,单季,A1,平旱地,6,51.93636363636364
2030,单季,A1,平旱地,13,16.363636363636363
2024,单季,A2,平旱地,13,55.0
2025,单季,A2,平旱地,4,55.0
2026,单季,A2,平旱地,6,55.0
2027,单季,A2,平旱地,7,55.0
2028,单季,A2,平旱地,2,55.0
2029,单季,A2,平旱地,6,43.3
2029,单季,A2,平旱地,12,11.7
2030,单季,A2,平旱地,7,55.0
2024,单季,A3,平旱地,4,19.8
2024,单季,A3,平旱地,6,3.5
2024,单季,A3,平旱地,12,11.7
2025,单季,A3,平旱地,2,15.2
2025,单季,A3,平旱地,7,19.8
2026,单季,A3,平旱地,12,11.7
2026,单季,A3,平旱地,13,23.3
2027,单季,A3,平旱地,4,19.8
2027,单季,A3,平旱地,7,15.2
2028,单季,A3,平旱地,2,35.0
2029,单季,A3,平旱地,6,18.7675
2029,单季,A3,平旱地,7,16.2325
2030,单季,A3,平旱地,4,35.0
2024,单季,A4,平旱地,6,72.0
2025,单季,A4,平旱地,7,55.63636363636363
2025,单季,A4,平旱地,13,16.363636363636367
2026,单季,A4,平旱地,2,56.654210526315794
2026,单季,A4,平旱地,4,15.34578947368421
2027,单季,A4,平旱地,6,40.675
2027,单季,A4,平旱地,12,31.325
2028,单季,A4,平旱地,7,55.63636363636364
2028,单季,A4,平旱地,13,16.363636363636363
2029,单季,A4,平旱地,2,7.200000000000003
2029,单季,A4,平旱地,4,64.8
2030,单季,A4,平旱地,6,72.0
2024,单季,A5,平旱地,6,68.0
2025,单季,A5,平旱地,7,56.3
2025,单季,A5,平旱地,12,11.7
2026,单季,A5,平旱地,4,68.0
2027,单季,A5,平旱地,6,68.0
2028,单季,A5,平旱地,7,68.0
2029,单季,A5,平旱地,2,46.2
2029,单季,A5,平旱地,4,21.8
2030,单季,A5,平旱地,7,68.0
2024,单季,A6,平旱地,7,55.0
2025,单季,A6,平旱地,4,55.0
2026,单季,A6,平旱地,7,55.0
2027,单季,A6,平旱地,6,55.0
2028,单季,A6,平旱地,4,55.0
2029,单季,A6,平旱地,7,36.5175
2029,单季,A6,平旱地,13,18.4825
2030,单季,A6,平旱地,6,43.3
2030,单季,A6,平旱地,12,11.7
2024,单季,B1,梯田,3,11.66666666666667
2024,单季,B1,梯田,8,39.89473684210525
2024,单季,B1,梯田,14,8.438596491228076
2025,单季,B1,梯田,2,48.33333333333333
2025,单季,B1,梯田,9,11.66666666666667
2026,单季,B1,梯田,6,60.0
2027,单季,B1,梯田,5,11.66666666666667
2027,单季,B1,梯田,8,48.33333333333333
2028,单季,B1,梯田,3,50.88166666666665
2028,单季,B1,梯田,9,9.118333333333347
2029,单季,B1,梯田,6,60.0
2030,单季,B1,梯田,5,9.118333333333347
2030,单季,B1,梯田,8,44.88166666666665
2030,单季,B1,梯田,11,6.0
2024,单季,B2,梯田,9,46.0
2025,单季,B2,梯田,8,46.0
2026,单季,B2,梯田,2,40.05263157894737
